Freq(GHz),length of patch in mm,width of patch in mm,Slot length in mm,slot width in mm,s11(dB)
1.864,32.87,41.88,13.21,2.79,-0.78949803
1.8660001,32.87,41.88,13.21,2.79,-0.79828336
1.868,32.87,41.88,13.21,2.79,-0.8070286
1.87,32.87,41.88,13.21,2.79,-0.81571569
1.872,32.87,41.88,13.21,2.79,-0.82432494
1.874,32.87,41.88,13.21,2.79,-0.83283994
1.876,32.87,41.88,13.21,2.79,-0.84124607
1.878,32.87,41.88,13.21,2.79,-0.84953267
1.88,32.87,41.88,13.21,2.79,-0.85769039
1.882,32.87,41.88,13.21,2.79,-0.86571341
1.8839999,32.87,41.88,13.21,2.79,-0.87359746
1.886,32.87,41.88,13.21,2.79,-0.88134451
1.888,32.87,41.88,13.21,2.79,-0.88895728
1.89,32.87,41.88,13.21,2.79,-0.89644371
1.892,32.87,41.88,13.21,2.79,-0.90381286
1.8940001,32.87,41.88,13.21,2.79,-0.91107952
1.896,32.87,41.88,13.21,2.79,-0.91825936
1.898,32.87,41.88,13.21,2.79,-0.92537361
1.9,32.87,41.88,13.21,2.79,-0.93244415
1.902,32.87,41.88,13.21,2.79,-0.93949817
1.904,32.87,41.88,13.21,2.79,-0.94656417
1.906,32.87,41.88,13.21,2.79,-0.95367259
1.908,32.87,41.88,13.21,2.79,-0.96085747
1.91,32.87,41.88,13.21,2.79,-0.96815389
1.9119999,32.87,41.88,13.21,2.79,-0.97559939
1.914,32.87,41.88,13.21,2.79,-0.98323154
1.916,32.87,41.88,13.21,2.79,-0.99109021
1.918,32.87,41.88,13.21,2.79,-0.99921507
1.92,32.87,41.88,13.21,2.79,-1.0076469
1.9220001,32.87,41.88,13.21,2.79,-1.0164267
1.924,32.87,41.88,13.21,2.79,-1.0255935
1.926,32.87,41.88,13.21,2.79,-1.0351879
1.928,32.87,41.88,13.21,2.79,-1.0452483
1.9299999,32.87,41.88,13.21,2.79,-1.055811
1.932,32.87,41.88,13.21,2.79,-1.066912
1.934,32.87,41.88,13.21,2.79,-1.0785863
1.936,32.87,41.88,13.21,2.79,-1.0908637
1.938,32.87,41.88,13.21,2.79,-1.1037756
1.9400001,32.87,41.88,13.21,2.79,-1.1173472
1.942,32.87,41.88,13.21,2.79,-1.1316025
1.944,32.87,41.88,13.21,2.79,-1.1465626
1.946,32.87,41.88,13.21,2.79,-1.1622454
1.948,32.87,41.88,13.21,2.79,-1.1786661
1.95,32.87,41.88,13.21,2.79,-1.1958354
1.952,32.87,41.88,13.21,2.79,-1.2137619
1.954,32.87,41.88,13.21,2.79,-1.2324512
1.956,32.87,41.88,13.21,2.79,-1.2519031
1.9579999,32.87,41.88,13.21,2.79,-1.2721173
1.96,32.87,41.88,13.21,2.79,-1.2930895
1.962,32.87,41.88,13.21,2.79,-1.3148123
1.964,32.87,41.88,13.21,2.79,-1.3372756
1.966,32.87,41.88,13.21,2.79,-1.360467
1.9680001,32.87,41.88,13.21,2.79,-1.3843717
1.97,32.87,41.88,13.21,2.79,-1.4089732
1.972,32.87,41.88,13.21,2.79,-1.4342544
1.974,32.87,41.88,13.21,2.79,-1.4601971
1.976,32.87,41.88,13.21,2.79,-1.4867805
1.978,32.87,41.88,13.21,2.79,-1.5139848
1.98,32.87,41.88,13.21,2.79,-1.5417917
1.982,32.87,41.88,13.21,2.79,-1.5701812
1.984,32.87,41.88,13.21,2.79,-1.5991367
1.9859999,32.87,41.88,13.21,2.79,-1.628643
1.988,32.87,41.88,13.21,2.79,-1.658688
1.99,32.87,41.88,13.21,2.79,-1.6892604
1.992,32.87,41.88,13.21,2.79,-1.7203544
1.994,32.87,41.88,13.21,2.79,-1.7519682
1.9960001,32.87,41.88,13.21,2.79,-1.7841038
1.998,32.87,41.88,13.21,2.79,-1.8167712
2,32.87,41.88,13.21,2.79,-1.8499826
2.0020001,32.87,41.88,13.21,2.79,-1.8837579
2.0039999,32.87,41.88,13.21,2.79,-1.9181256
2.006,32.87,41.88,13.21,2.79,-1.9531195
2.0079999,32.87,41.88,13.21,2.79,-1.9887817
2.01,32.87,41.88,13.21,2.79,-2.0251633
2.0120001,32.87,41.88,13.21,2.79,-2.0623216
2.0139999,32.87,41.88,13.21,2.79,-2.1003241
2.016,32.87,41.88,13.21,2.79,-2.1392476
2.0179999,32.87,41.88,13.21,2.79,-2.179178
2.02,32.87,41.88,13.21,2.79,-2.2202089
2.0220001,32.87,41.88,13.21,2.79,-2.2624434
2.0239999,32.87,41.88,13.21,2.79,-2.3059958
2.026,32.87,41.88,13.21,2.79,-2.3509904
2.0280001,32.87,41.88,13.21,2.79,-2.3975568
2.03,32.87,41.88,13.21,2.79,-2.4458377
2.0320001,32.87,41.88,13.21,2.79,-2.4959839
2.0339999,32.87,41.88,13.21,2.79,-2.5481542
2.036,32.87,41.88,13.21,2.79,-2.602519
2.0380001,32.87,41.88,13.21,2.79,-2.6592548
2.04,32.87,41.88,13.21,2.79,-2.7185507
2.0420001,32.87,41.88,13.21,2.79,-2.7806019
2.0439999,32.87,41.88,13.21,2.79,-2.8456134
2.046,32.87,41.88,13.21,2.79,-2.9137999
2.0480001,32.87,41.88,13.21,2.79,-2.9853831
2.05,32.87,41.88,13.21,2.79,-3.0605964
2.052,32.87,41.88,13.21,2.79,-3.1396815
2.0539999,32.87,41.88,13.21,2.79,-3.2228891
2.056,32.87,41.88,13.21,2.79,-3.3104818
2.0580001,32.87,41.88,13.21,2.79,-3.4027303
2.0599999,32.87,41.88,13.21,2.79,-3.4999197
2.062,32.87,41.88,13.21,2.79,-3.6023438
2.0639999,32.87,41.88,13.21,2.79,-3.7103113
2.066,32.87,41.88,13.21,2.79,-3.824144
2.0680001,32.87,41.88,13.21,2.79,-3.9441782
2.0699999,32.87,41.88,13.21,2.79,-4.0707696
2.072,32.87,41.88,13.21,2.79,-4.2042891
2.0739999,32.87,41.88,13.21,2.79,-4.3451282
2.076,32.87,41.88,13.21,2.79,-4.4937048
2.0780001,32.87,41.88,13.21,2.79,-4.6504555
2.0799999,32.87,41.88,13.21,2.79,-4.8158528
2.082,32.87,41.88,13.21,2.79,-4.9903946
2.0840001,32.87,41.88,13.21,2.79,-5.1746181
2.086,32.87,41.88,13.21,2.79,-5.3691029
2.0880001,32.87,41.88,13.21,2.79,-5.5744716
2.0899999,32.87,41.88,13.21,2.79,-5.7914026
2.092,32.87,41.88,13.21,2.79,-6.0206353
2.0940001,32.87,41.88,13.21,2.79,-6.2629769
2.096,32.87,41.88,13.21,2.79,-6.5193192
2.098,32.87,41.88,13.21,2.79,-6.7906448
2.0999999,32.87,41.88,13.21,2.79,-7.078047
2.102,32.87,41.88,13.21,2.79,-7.3827495
2.1040001,32.87,41.88,13.21,2.79,-7.7061243
2.1059999,32.87,41.88,13.21,2.79,-8.0497252
2.108,32.87,41.88,13.21,2.79,-8.4153189
2.1099999,32.87,41.88,13.21,2.79,-8.80493
2.112,32.87,41.88,13.21,2.79,-9.2208955
2.1140001,32.87,41.88,13.21,2.79,-9.6659321
2.1159999,32.87,41.88,13.21,2.79,-10.143231
2.118,32.87,41.88,13.21,2.79,-10.65657
2.1199999,32.87,41.88,13.21,2.79,-11.210469
2.122,32.87,41.88,13.21,2.79,-11.810399
2.1240001,32.87,41.88,13.21,2.79,-12.463066
2.1259999,32.87,41.88,13.21,2.79,-13.176805
2.128,32.87,41.88,13.21,2.79,-13.96214
2.1300001,32.87,41.88,13.21,2.79,-14.832589
2.132,32.87,41.88,13.21,2.79,-15.805861
2.1340001,32.87,41.88,13.21,2.79,-16.905624
2.1359999,32.87,41.88,13.21,2.79,-18.164166
2.138,32.87,41.88,13.21,2.79,-19.626166
2.1400001,32.87,41.88,13.21,2.79,-21.352878
2.142,32.87,41.88,13.21,2.79,-23.419683
2.1440001,32.87,41.88,13.21,2.79,-25.863428
2.1459999,32.87,41.88,13.21,2.79,-28.360139
2.148,32.87,41.88,13.21,2.79,-29.368383
2.1500001,32.87,41.88,13.21,2.79,-27.724629
2.152,32.87,41.88,13.21,2.79,-25.149925
2.154,32.87,41.88,13.21,2.79,-22.796601
2.1559999,32.87,41.88,13.21,2.79,-20.823033
2.158,32.87,41.88,13.21,2.79,-19.168737
2.1600001,32.87,41.88,13.21,2.79,-17.760698
2.1619999,32.87,41.88,13.21,2.79,-16.542494
2.164,32.87,41.88,13.21,2.79,-15.473269
2.1659999,32.87,41.88,13.21,2.79,-14.523415
2.168,32.87,41.88,13.21,2.79,-13.671119
2.1700001,32.87,41.88,13.21,2.79,-12.899968
2.1719999,32.87,41.88,13.21,2.79,-12.197367
2.174,32.87,41.88,13.21,2.79,-11.553463
2.1760001,32.87,41.88,13.21,2.79,-10.960422
2.178,32.87,41.88,13.21,2.79,-10.411914
2.1800001,32.87,41.88,13.21,2.79,-9.9027599
2.1819999,32.87,41.88,13.21,2.79,-9.4286686
2.184,32.87,41.88,13.21,2.79,-8.9860437
2.1860001,32.87,41.88,13.21,2.79,-8.571841
2.188,32.87,41.88,13.21,2.79,-8.1834649
2.1900001,32.87,41.88,13.21,2.79,-7.8186755
2.1919999,32.87,41.88,13.21,2.79,-7.4755322
2.194,32.87,41.88,13.21,2.79,-7.1523393
2.1960001,32.87,41.88,13.21,2.79,-6.8476033
2.198,32.87,41.88,13.21,2.79,-6.5600018
2.2,32.87,41.88,13.21,2.79,-6.2883586
2.2019999,32.87,41.88,13.21,2.79,-6.0316206
2.204,32.87,41.88,13.21,2.79,-5.7888373
2.2060001,32.87,41.88,13.21,2.79,-5.5591507
2.2079999,32.87,41.88,13.21,2.79,-5.3417793
2.21,32.87,41.88,13.21,2.79,-5.1360092
2.2119999,32.87,41.88,13.21,2.79,-4.941186
2.214,32.87,41.88,13.21,2.79,-4.7567045
2.2160001,32.87,41.88,13.21,2.79,-4.5820061
2.2179999,32.87,41.88,13.21,2.79,-4.4165687
2.22,32.87,41.88,13.21,2.79,-4.2599093
2.2219999,32.87,41.88,13.21,2.79,-4.11157
2.224,32.87,41.88,13.21,2.79,-3.9711253
2.2260001,32.87,41.88,13.21,2.79,-3.8381676
2.2279999,32.87,41.88,13.21,2.79,-3.7123155
2.23,32.87,41.88,13.21,2.79,-3.5932051
2.2320001,32.87,41.88,13.21,2.79,-3.4804869
2.234,32.87,41.88,13.21,2.79,-3.3738328
2.2360001,32.87,41.88,13.21,2.79,-3.2729219
2.2379999,32.87,41.88,13.21,2.79,-3.1774516
2.24,32.87,41.88,13.21,2.79,-3.0871253
2.2420001,32.87,41.88,13.21,2.79,-3.0016614
2.244,32.87,41.88,13.21,2.79,-2.9207862
2.2460001,32.87,41.88,13.21,2.79,-2.8442366
2.2479999,32.87,41.88,13.21,2.79,-2.7717546
2.25,32.87,41.88,13.21,2.79,-2.7030959
2.2520001,32.87,41.88,13.21,2.79,-2.6380212
2.2539999,32.87,41.88,13.21,2.79,-2.5762979
2.256,32.87,41.88,13.21,2.79,-2.5177053
2.2579999,32.87,41.88,13.21,2.79,-2.4620265
2.26,32.87,41.88,13.21,2.79,-2.4090544
2.2620001,32.87,41.88,13.21,2.79,-2.3585884
2.2639999,32.87,41.88,13.21,2.79,-2.3104386
2.266,32.87,41.88,13.21,2.79,-2.2644197
2.2679999,32.87,41.88,13.21,2.79,-2.220359
2.27,32.87,41.88,13.21,2.79,-2.1780873
2.2720001,32.87,41.88,13.21,2.79,-2.1374492
2.2739999,32.87,41.88,13.21,2.79,-2.0982943
2.276,32.87,41.88,13.21,2.79,-2.0604843
2.2780001,32.87,41.88,13.21,2.79,-2.0238888
2.28,32.87,41.88,13.21,2.79,-1.9883884
2.2820001,32.87,41.88,13.21,2.79,-1.9538704
2.2839999,32.87,41.88,13.21,2.79,-1.9202357
2.286,32.87,41.88,13.21,2.79,-1.8873921
2.2880001,32.87,41.88,13.21,2.79,-1.8552594
2.29,32.87,41.88,13.21,2.79,-1.8237647
2.2920001,32.87,41.88,13.21,2.79,-1.7928464
2.2939999,32.87,41.88,13.21,2.79,-1.7624516
2.296,32.87,41.88,13.21,2.79,-1.7325376
2.2980001,32.87,41.88,13.21,2.79,-1.7030684
2.3,32.87,41.88,13.21,2.79,-1.6740184
2.302,32.87,41.88,13.21,2.79,-1.6453674
2.3039999,32.87,41.88,13.21,2.79,-1.6171064
2.306,32.87,41.88,13.21,2.79,-1.5892312
2.3080001,32.87,41.88,13.21,2.79,-1.5617432
2.3099999,32.87,41.88,13.21,2.79,-1.5346504
2.312,32.87,41.88,13.21,2.79,-1.507967
2.3139999,32.87,41.88,13.21,2.79,-1.4817099
2.316,32.87,41.88,13.21,2.79,-1.4558998
2.3180001,32.87,41.88,13.21,2.79,-1.4305637
2.3199999,32.87,41.88,13.21,2.79,-1.4057275
2.322,32.87,41.88,13.21,2.79,-1.3814195
2.3239999,32.87,41.88,13.21,2.79,-1.3576708
2.326,32.87,41.88,13.21,2.79,-1.3345126
2.3280001,32.87,41.88,13.21,2.79,-1.3119747
2.3299999,32.87,41.88,13.21,2.79,-1.290088
2.332,32.87,41.88,13.21,2.79,-1.2688808
2.3340001,32.87,41.88,13.21,2.79,-1.2483809
2.336,32.87,41.88,13.21,2.79,-1.2286135
2.3380001,32.87,41.88,13.21,2.79,-1.2096009
2.3399999,32.87,41.88,13.21,2.79,-1.1913641
2.342,32.87,41.88,13.21,2.79,-1.1739188
2.3440001,32.87,41.88,13.21,2.79,-1.1572777
2.346,32.87,41.88,13.21,2.79,-1.1414509
2.348,32.87,41.88,13.21,2.79,-1.126443
2.3499999,32.87,41.88,13.21,2.79,-1.1122566
2.352,32.87,41.88,13.21,2.79,-1.0988877
2.3540001,32.87,41.88,13.21,2.79,-1.0863296
2.3559999,32.87,41.88,13.21,2.79,-1.07457
2.358,32.87,41.88,13.21,2.79,-1.0635937
2.3599999,32.87,41.88,13.21,2.79,-1.0533814
2.362,32.87,41.88,13.21,2.79,-1.0439087
2.3640001,32.87,41.88,13.21,2.79,-1.035147
2.3659999,32.87,41.88,13.21,2.79,-1.0270663
2.368,32.87,41.88,13.21,2.79,-1.0196314
2.3699999,32.87,41.88,13.21,2.79,-1.0128033
2.372,32.87,41.88,13.21,2.79,-1.0065412
2.3740001,32.87,41.88,13.21,2.79,-1.0008022
2.3759999,32.87,41.88,13.21,2.79,-0.99554012
2.378,32.87,41.88,13.21,2.79,-0.99070638
2.3800001,32.87,41.88,13.21,2.79,-0.98625234
2.382,32.87,41.88,13.21,2.79,-0.98213034
2.3840001,32.87,41.88,13.21,2.79,-0.97828633
2.3859999,32.87,41.88,13.21,2.79,-0.97467225
2.388,32.87,41.88,13.21,2.79,-0.97123649
2.3900001,32.87,41.88,13.21,2.79,-0.9679295
2.392,32.87,41.88,13.21,2.79,-0.9647034
2.3940001,32.87,41.88,13.21,2.79,-0.96151239
2.3959999,32.87,41.88,13.21,2.79,-0.95830966
2.398,32.87,41.88,13.21,2.79,-0.95505646
2.4000001,32.87,41.88,13.21,2.79,-0.95171098
2.402,32.87,41.88,13.21,2.79,-0.94823973
2.404,32.87,41.88,13.21,2.79,-0.94460808
2.4059999,32.87,41.88,13.21,2.79,-0.94078929
2.408,32.87,41.88,13.21,2.79,-0.9367587
2.4100001,32.87,41.88,13.21,2.79,-0.93249623
2.4119999,32.87,41.88,13.21,2.79,-0.92798723
2.414,32.87,41.88,13.21,2.79,-0.92322008
2.4159999,32.87,41.88,13.21,2.79,-0.91818767
2.418,32.87,41.88,13.21,2.79,-0.91288889
2.4200001,32.87,41.88,13.21,2.79,-0.90732646
2.4219999,32.87,41.88,13.21,2.79,-0.90150693
2.424,32.87,41.88,13.21,2.79,-0.89544254
2.4260001,32.87,41.88,13.21,2.79,-0.88914804
2.428,32.87,41.88,13.21,2.79,-0.88264296
2.4300001,32.87,41.88,13.21,2.79,-0.87595003
2.4319999,32.87,41.88,13.21,2.79,-0.86909476
2.434,32.87,41.88,13.21,2.79,-0.86210583
2.4360001,32.87,41.88,13.21,2.79,-0.85501502
2.438,32.87,41.88,13.21,2.79,-0.84785468
2.4400001,32.87,41.88,13.21,2.79,-0.84066132
2.4419999,32.87,41.88,13.21,2.79,-0.83347015
2.444,32.87,41.88,13.21,2.79,-0.82631839
2.4460001,32.87,41.88,13.21,2.79,-0.8192422
2.448,32.87,41.88,13.21,2.79,-0.81228039
2.45,32.87,41.88,13.21,2.79,-0.80547019
2.4519999,32.87,41.88,13.21,2.79,-0.79884533
2.454,32.87,41.88,13.21,2.79,-0.79244146
2.4560001,32.87,41.88,13.21,2.79,-0.78629176
2.4579999,32.87,41.88,13.21,2.79,-0.78042555
2.46,32.87,41.88,13.21,2.79,-0.77487284
2.4619999,32.87,41.88,13.21,2.79,-0.76965836
2.464,32.87,41.88,13.21,2.79,-0.76480555
2.4660001,32.87,41.88,13.21,2.79,-0.76033423
2.4679999,32.87,41.88,13.21,2.79,-0.7562589
2.47,32.87,41.88,13.21,2.79,-0.75259495
2.4719999,32.87,41.88,13.21,2.79,-0.74934893
2.474,32.87,41.88,13.21,2.79,-0.7465285
2.4760001,32.87,41.88,13.21,2.79,-0.74413348
2.4779999,32.87,41.88,13.21,2.79,-0.7421618
2.48,32.87,41.88,13.21,2.79,-0.7406076
2.4820001,32.87,41.88,13.21,2.79,-0.73946172
2.484,32.87,41.88,13.21,2.79,-0.73871041
2.4860001,32.87,41.88,13.21,2.79,-0.73833551
2.4879999,32.87,41.88,13.21,2.79,-0.73831755
2.49,32.87,41.88,13.21,2.79,-0.73863275
2.4920001,32.87,41.88,13.21,2.79,-0.73925517
2.494,32.87,41.88,13.21,2.79,-0.74015496
2.4960001,32.87,41.88,13.21,2.79,-0.74130008
2.4979999,32.87,41.88,13.21,2.79,-0.74265895
2.5,32.87,41.88,13.21,2.79,-0.74419419
2.5020001,32.87,41.88,13.21,2.79,-0.7458708
2.5039999,32.87,41.88,13.21,2.79,-0.7476505
2.506,32.87,41.88,13.21,2.79,-0.74949466
2.5079999,32.87,41.88,13.21,2.79,-0.75136565
2.51,32.87,41.88,13.21,2.79,-0.75322494
2.5120001,32.87,41.88,13.21,2.79,-0.75503451
2.5139999,32.87,41.88,13.21,2.79,-0.75675862
2.516,32.87,41.88,13.21,2.79,-0.7583611
2.5179999,32.87,41.88,13.21,2.79,-0.75980915
2.52,32.87,41.88,13.21,2.79,-0.76107227
2.5220001,32.87,41.88,13.21,2.79,-0.76212017
2.5239999,32.87,41.88,13.21,2.79,-0.76292825
2.526,32.87,41.88,13.21,2.79,-0.7634737
2.5280001,32.87,41.88,13.21,2.79,-0.76373681
2.53,32.87,41.88,13.21,2.79,-0.76370164
2.5320001,32.87,41.88,13.21,2.79,-0.76335561
2.5339999,32.87,41.88,13.21,2.79,-0.76269284
2.536,32.87,41.88,13.21,2.79,-0.76170658
2.5380001,32.87,41.88,13.21,2.79,-0.76039761
2.54,32.87,41.88,13.21,2.79,-0.75876954
2.5420001,32.87,41.88,13.21,2.79,-0.75683109
2.5439999,32.87,41.88,13.21,2.79,-0.75459204
2.546,32.87,41.88,13.21,2.79,-0.75206905
2.5480001,32.87,41.88,13.21,2.79,-0.7492805
2.55,32.87,41.88,13.21,2.79,-0.74624855
2.552,32.87,41.88,13.21,2.79,-0.74299902
2.5539999,32.87,41.88,13.21,2.79,-0.73955877
2.556,32.87,41.88,13.21,2.79,-0.73595845
2.5580001,32.87,41.88,13.21,2.79,-0.73223056
2.5599999,32.87,41.88,13.21,2.79,-0.72840876
2.562,32.87,41.88,13.21,2.79,-0.72452925
2.5639999,32.87,41.88,13.21,2.79,-0.72062741
2.566,32.87,41.88,13.21,2.79,-0.71674031
2.5680001,32.87,41.88,13.21,2.79,-0.71290396
2.5699999,32.87,41.88,13.21,2.79,-0.70915598
2.572,32.87,41.88,13.21,2.79,-0.70553164
2.5739999,32.87,41.88,13.21,2.79,-0.70206539
2.576,32.87,41.88,13.21,2.79,-0.69879072
2.5780001,32.87,41.88,13.21,2.79,-0.6957389
2.5799999,32.87,41.88,13.21,2.79,-0.69293932
2.582,32.87,41.88,13.21,2.79,-0.69041803
2.5840001,32.87,41.88,13.21,2.79,-0.68820061
2.586,32.87,41.88,13.21,2.79,-0.68630628
2.5880001,32.87,41.88,13.21,2.79,-0.68475417
2.5899999,32.87,41.88,13.21,2.79,-0.6835578
2.592,32.87,41.88,13.21,2.79,-0.68272847
2.5940001,32.87,41.88,13.21,2.79,-0.68227302
2.596,32.87,41.88,13.21,2.79,-0.68219492
2.598,32.87,41.88,13.21,2.79,-0.68249404
2.5999999,32.87,41.88,13.21,2.79,-0.68316528
2.602,32.87,41.88,13.21,2.79,-0.68420217
2.6040001,32.87,41.88,13.21,2.79,-0.68559224
2.6059999,32.87,41.88,13.21,2.79,-0.68732012
2.608,32.87,41.88,13.21,2.79,-0.68936701
2.6099999,32.87,41.88,13.21,2.79,-0.69171048
2.612,32.87,41.88,13.21,2.79,-0.69432638
2.6140001,32.87,41.88,13.21,2.79,-0.69718637
2.6159999,32.87,41.88,13.21,2.79,-0.70025948
2.618,32.87,41.88,13.21,2.79,-0.70351289
2.6199999,32.87,41.88,13.21,2.79,-0.70691324
2.622,32.87,41.88,13.21,2.79,-0.71042292
2.6240001,32.87,41.88,13.21,2.79,-0.71400464
2.6259999,32.87,41.88,13.21,2.79,-0.71762025
2.628,32.87,41.88,13.21,2.79,-0.72123231
2.6300001,32.87,41.88,13.21,2.79,-0.72480041
